[0, 1, 2, 3, 9, 10, 11, 15, 16, 17, 21, 24]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 17, 21, 25]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 17, 25, 26]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 21, 24, 26]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 24, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 21, 23]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 21, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 21, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 23, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 23, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 24, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21, 23, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21, 23, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21, 23, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21, 24, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 23, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 23, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 21, 23, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 21, 23, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 21, 24, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 23, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 24, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 21, 23, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 21, 24, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 20, 21, 23]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 20, 21, 24]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 20, 24, 25]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 21, 23, 26]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 21, 24, 25]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 21, 24, 26]
