[0, 1, 2, 3, 9, 10, 11, 15, 16, 17, 21, 24, 25, 26]
[0, 1, 2, 3, 9, 13, 14, 15, 19, 20, 22, 23, 25, 26]
[0, 1, 2, 3, 9, 13, 14, 16, 17, 19, 20, 22, 23, 24]
[0, 1, 2, 3, 9, 13, 14, 16, 17, 19, 20, 22, 23, 25]
[0, 1, 2, 3, 9, 13, 14, 16, 17, 19, 20, 22, 24, 25]
[0, 1, 2, 3, 9, 13, 14, 16, 17, 19, 20, 22, 25, 26]
[0, 1, 2, 3, 9, 13, 14, 16, 17, 19, 20, 24, 25, 26]
[0, 1, 2, 3, 9, 13, 14, 16, 17, 19, 22, 23, 25, 26]
[0, 1, 2, 3, 9, 13, 14, 16, 19, 20, 22, 23, 25, 26]
[0, 1, 2, 3, 9, 13, 15, 16, 19, 20, 22, 23, 25, 26]
[0, 1, 2, 3, 9, 15, 16, 17, 19, 20, 22, 23, 25, 26]
[0, 1, 2, 3, 13, 14, 16, 17, 18, 19, 20, 24, 25, 26]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 20, 21, 22]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 20, 22, 23]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 20, 22, 25]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 20, 22, 26]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 20, 25, 26]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 22, 23, 25]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 15, 19, 22, 23, 26]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 16, 17, 19, 20, 21]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 16, 19, 20, 21, 22]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 19, 20, 22, 23, 24]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 19, 20, 22, 24, 25]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 19, 20, 24, 25, 26]
[0, 1, 2, 6, 7, 8, 9, 13, 14, 19, 22, 23, 25, 26]
[0, 1, 2, 6, 7, 8, 9, 13, 15, 19, 20, 23, 25, 26]
[0, 1, 2, 6, 7, 8, 9, 15, 19, 20, 22, 23, 25, 26]
[0, 1, 2, 6, 7, 8, 13, 14, 18, 19, 20, 24, 25, 26]
[0, 1, 2, 7, 8, 9, 13, 14, 15, 19, 20, 24, 25, 26]
