[0, 1, 2, 3, 9, 10, 11, 15, 16, 17]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 21]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 24]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 25]
[0, 1, 2, 3, 9, 10, 11, 15, 16, 26]
[0, 1, 2, 3, 9, 10, 11, 15, 21, 24]
[0, 1, 2, 3, 9, 10, 11, 15, 24, 25]
[0, 1, 2, 3, 9, 10, 11, 15, 25, 26]
[0, 1, 2, 3, 9, 10, 11, 16, 17, 21]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 20]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 21]
[0, 1, 2, 3, 9, 10, 14, 15, 17, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 21]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 23]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 20, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 21, 23]
[0, 1, 2, 3, 9, 10, 14, 15, 21, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 21, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 21, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 23, 24]
[0, 1, 2, 3, 9, 10, 14, 15, 23, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 24, 25]
[0, 1, 2, 3, 9, 10, 14, 15, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 15, 25, 26]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 20]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 21]
[0, 1, 2, 3, 9, 10, 14, 16, 17, 26]
[0, 1, 2, 3, 9, 10, 14, 16, 20, 21]
[0, 1, 2, 3, 9, 10, 14, 16, 20, 23]
[0, 1, 2, 3, 9, 10, 14, 16, 20, 24]
[0, 1, 2, 3, 9, 10, 14, 16, 20, 25]
[0, 1, 2, 3, 9, 10, 14, 16, 21, 24]
[0, 1, 2, 3, 9, 10, 14, 16, 21, 26]
[0, 1, 2, 3, 9, 10, 14, 16, 24, 26]
[0, 1, 2, 3, 9, 10, 14, 17, 20, 23]
[0, 1, 2, 3, 9, 10, 14, 17, 20, 24]
[0, 1, 2, 3, 9, 10, 14, 17, 20, 25]
[0, 1, 2, 3, 9, 10, 14, 17, 21, 23]
[0, 1, 2, 3, 9, 10, 14, 17, 21, 24]
[0, 1, 2, 3, 9, 10, 14, 17, 21, 25]
[0, 1, 2, 3, 9, 10, 14, 17, 21, 26]
[0, 1, 2, 3, 9, 10, 14, 17, 23, 24]
[0, 1, 2, 3, 9, 10, 14, 17, 23, 26]
[0, 1, 2, 3, 9, 10, 14, 17, 24, 25]
